"code","nom","visa_free","visa_arrival","visa_eTA"
"IE","Ireland","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IL_IT_JM_JP_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PA_PY_PE_PH_PL_PT_QA_RO_SM_SN_RS_SG_SK_SI_ZA_KR_ES_KN_LC_SZ_SE_CH_TW_TH_TT_TN_UA_UY_VU_VA_VE_ZM_UK_BY_KZ_FM_PS_VC_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MH_MR_MZ_NP_OM_PW_PG_WS_SC_SB_TJ_TZ_TL_TG_TO_TR_TV_UG_AE_ZW_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"IL","Israel","CF_BG_BR_BW_BA_BZ_BE_BY_BB_BS_AT_AR_AL_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_IE_IT_JM_JP_KZ_RK_LV_LS_LI_AD_LT_LU_MO_MK_MW_MT_MU_MX_FM_MD_MC_MN_ME_NL_NZ_NI_NO_PW_PS_PA_PY_PE_PH_PL_PT_RO_RU_SM_SN_RS_SG_SK_SI_ZA_KR_ES_KN_LC_VC_SR_SZ_SE_CH_TW_TH_TT_TR_UA_UK_UY_UZ_VU_VA","CV_KH_BO_BJ_BD_AZ_AM_KM_DJ_ET_GW_JO_KE_KG_LA_MG_MV_MH_MR_MZ_NR_NP_PG_RW_WS_SC_SB_SO_TJ_TZ_TL_TG_TO_TV_UG_ZM_ZW","CA_CI_IN_LK"
"IT","Italy","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_JM_JP_KZ_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_QA_RO_WS_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_VN_UK_BY_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TG_UG_ZM_ZW_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"JM","Jamaica","AG_AR_BS_BD_BB_BZ_BW_BR_CL_CO_DM_DO_EC_FJ_GM_GD_GY_HT_HK_ID_IL_KE_KI_LS_MW_MY_MU_MX_FM_PS_PA_PE_PH_SN_RS_ZA_KR_KN_LC_VC_SR_SZ_TZ_TT_UG_UY_VU_VE_ZM_ZW_SG","AM_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_LA_MO_MG_MV_MR_MZ_NP_NI_PW_RW_WS_SC_SO_TL_TG_TR_TV_JO","CI_IN_LK"
"JP","Japan","BG_BN_BW_BA_BO_BZ_BE_BY_BB_BS_AT_AM_AR_AG_AL_CL_CN_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_KZ_KI_RK_KG_LA_LV_LS_LI_AD_LT_LU_MO_MK_MY_MT_MU_MX_FM_MD_MC_MN_ME_MA_NA_NL_NZ_NI_NO_PS_PA_PY_PE_PH_PL_PT_QA_RO_SM_ST_SN_RS_SG_SK_SI_ZA_KR_ES_KN_LC_VC_SR_SZ_SE_CH_TW_TH_TT_TN_TR_UA_AE_UK_UY_UZ_VU_VA_VE_VN","CV_KH_BJ_BD_AZ_BH_KM_DJ_EG_ET_GA_GW_IN_IR_JO_KE_KW_LB_MG_MW_MV_MH_MR_MZ_OM_PW_PG_RW_WS_SC_NP_SB_SO_TJ_TZ_TL_TG_TO_TV_UG_ZM_ZW","CA_AU_CI_LK_US"
"JO","Jordan","DM_EC_EG_GE_HT_HK_ID_RK_LB_LY_MY_FM_PS_ZA_KN_TN_TR","CV_KH_BO_BJ_AM_KM_DJ_GW_KE_MO_MG_MW_MV_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TJ_TZ_TL_TG_TV_UG_YE","CI_IN_LK"
"KZ","Kazakhstan","BR_BY_BB_AZ_AM_AR_AG_AL_CO_CR_DM_DO_EC_GE_HT_HK_ID_KG_MK_MY_FM_MD_MN_NA_PS_PH_QA_RU_RS_KR_VC_TJ_TR_UA_UZ","CV_KH_BO_BJ_BD_BH_KM_DJ_EG_GW_IR_JM_JO_KE_LA_LB_MO_MG_MV_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TH_TL_TG_TV_UG_AE_ZM_ZW","CI_LK"
"KE","Kenya","SG_AG_BS_BB_BJ_BW_BI_DM_ET_FJ_GM_GH_GD_HT_HK_ID_JM_KI_LS_MW_MY_MU_FM_NA_PA_PH_RW_SN_KN_VC_SZ_TZ_TT_UG_VU_ZM_ZW","BO_BF_KH_CV_KM_CD_DJ_GW_LA_MO_MG_MV_MR_MZ_NP_NG_PW_WS_SC_SL_SO_LC_SD_TL_TG_TR_TV_SS_IR","CI_IN"
"KI","Kiribati","BG_BW_BA_BZ_BE_BB_BS_AT_AG_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_DE_GR_GD_HT_HK_HU_IS_ID_IE_IT_JM_KE_RK_LV_LS_LI_AD_LT_LU_MO_MW_MY_MT_MU_FM_MC_NL_NO_PS_PA_PE_PH_PL_PT_RO_SM_SN_SG_SK_SI_KR_ES_KN_LC_VC_SE_CH_TZ_TT_TN_UK_VU_VA_ZM_ZW","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_LA_MG_MV_MH_MR_MZ_NP_NI_PW_PG_RW_WS_SC_SB_SO_TL_TG_TO_TV_UG","CI_IN_LK"
"RK","Kosovo","AL_DM_EC_GM_HT_MK_FM_ME_PS_SN_RS_VC_TR","AM_BD_BJ_BO_KH_CV_KM_DJ_GW_IR_JM_JO_LA_MO_MG_MV_MR_MZ_NP_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG","CI_LK"
"KW","Kuwait","BW_BA_BY_BH_BS_AL_DM_DO_EC_EG_SV_GE_GT_HT_HN_HK_ID_JO_RK_KG_LB_MY_MU_FM_ME_MA_NZ_NI_OM_PS_PA_PH_QA_ST_SA_SN_RS_SG_KR_KN_LC_VC_SD_SZ_TH_TN_TR_AE_VU","CV_KH_BN_BO_BJ_BD_AZ_AM_KM_DJ_ET_GA_GW_IR_KE_LA_MO_MG_MW_MV_MR_MZ_NP_PW_RW_WS_SC_SB_SO_TJ_TZ_TL_TG_TV_UG_UA_YE_ZW","CI_LK_UK"
"KG","Kyrgyzstan","BY_BB_AZ_AM_AG_DM_EC_GE_HT_ID_KZ_MY_FM_MD_MN_NA_PS_PH_RU_VC_TJ_TR_UA_UZ_VN","CV_KH_BO_BJ_BD_KM_DJ_GW_IR_JM_JO_KE_LA_LB_MO_MG_MW_MV_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_LC_TL_TG_TV_UG_ZW","CI_LK"
"LA","Laos","KH_BN_DM_EC_GM_HT_ID_MY_FM_MN_MM_PS_PH_RU_SG_VC_TH_VN","CV_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_KE_KW_MO_MG_MW_MV_MR_MZ_NP_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG_ZM","CI_IN_LK"
"LV","Latvia","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_RO_WS_SM_SN_RS_SG_SK_SI_SB_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_KZ_FM_PS_QA_ST","BD_BF_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TH_TG_UG_ZM_BJ_GA_RW_ZW_SO_BH","CA_LK_US_CI_IN"
"LB","Lebanon","DM_EC_GE_HT_ID_IR_JO_MO_MY_FM_PS_QA_TR","CV_KH_BO_BJ_AM_KM_DJ_GW_MG_MV_MR_MU_MZ_NP_OM_PW_RW_WS_SC_SO_TJ_TL_TG_TV_UG","CI_LK"
"LS","Lesotho","SG_AG_BS_BD_BB_BZ_BJ_BW_DM_EC_FJ_GM_GD_HT_HK_ID_IE_IL_JM_JP_KE_KI_RK_MW_MY_MU_FM_NA_PS_PH_SN_ZA_KR_KN_LC_VC_SZ_TZ_TT_UG_VU_ZM_ZW","BO_KH_CV_KM_DJ_GH_GW_JO_MO_MG_MV_MR_MZ_NP_NI_PW_RW_WS_SC_SO_TL_TG_TR_TV_IR","CI_IN_LK"
"LR","Liberia","BJ_BF_CV_CF_CI_DM_EC_GM_GH_GN_GW_HT_ML_FM_NE_NG_PH_SN_SL_SG_KR_VC_TG","BD_BO_KH_KM_DJ_KE_MO_MG_MV_MR_MU_MZ_PW_RW_WS_SC_SO_TZ_TL_TR_TV_UG_IR","IN"
"LY","Libya","DZ_BJ_DM_EC_HT_MY_MR_FM_PS_VC_TN","BO_BF_KH_CV_KM_DJ_GH_GW_ID_LB_MO_MG_MV_MZ_NP_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG_IR","CI_LK"
"LI","Liechtenstein","AL_AD_AG_AR_AM_AT_BS_BB_BE_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_RK_KG_LV_LT_LU_MO_MK_MY_MT_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PA_PY_PE_PH_PL_PT_QA_RO_SM_SN_RS_SK_SI_SB_ZA_KR_ES_KN_LC_SE_CH_TW_TH_TL_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_KI_FM_PS_VC_TO_SG_DM_ST","BD_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_WS_SC_SR_TJ_TZ_TG_UG_ZM_ZW_BJ_BF_RW_SO_BH","AU_CA_LK_US_CI_IN"
"LT","Lithuania","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LV_LI_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_RO_WS_SM_SN_RS_SG_SK_SI_SB_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_FJ_KZ_FM_PS_QA_ST","BD_BF_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TH_TG_UG_ZM_BJ_GA_RW_ZW_SO_BH","CA_LK_US_CI_IN"
"LU","Luxembourg","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LA_LV_LS_LI_LT_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_QA_RO_WS_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_KZ_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TG_UG_ZM_ZW_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"MO","Macao","AL_AM_AT_BY_BE_BA_BR_BN_BG_CV_CL_HR_CY_CZ_DK_DM_DO_EC_EG_EE_FJ_FI_FR_DE_GR_GD_HT_HK_HU_IS_ID_IE_IL_IT_JP_KI_RK_LV_LI_LT_LU_MK_MY_ML_MT_MU_MX_FM_MD_MC_MN_ME_MA_NA_NL_NZ_NI_NO_PS_PH_PL_PT_RO_RU_WS_SM_RS_SG_SK_SI_ZA_KR_ES_KN_VC_SE_CH_TZ_TH_TR_UK_UY_VU_VA_AD","BH_BD_BJ_BO_KH_KM_DJ_ET_GW_IR_JO_KE_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_QA_RW_SC_SO_LC_TW_TL_TG_TO_TV_UG_UA_ZW","CI_IN_LK"
"MK","Macedonia","AG_AL_AR_AT_BS_BY_BE_BA_BR_BG_CL_HR_CU_CY_CZ_DK_DM_DO_EC_SV_EE_FI_FR_GM_DE_GR_GT_HT_HN_HK_HU_IS_ID_IL_IT_JP_RK_LV_LI_LT_LU_MO_MY_MT_FM_MD_MC_ME_NL_NI_NO_PS_PA_PE_PL_PT_QA_RO_SM_RS_SG_SK_SI_ES_VC_SE_CH_TN_TR_UA_VA_AD","AM_BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_JM_JO_KE_KG_LA_LB_MG_MW_MV_MR_MU_MZ_NP_OM_PW_RW_WS_SC_SO_TW_TZ_TL_TG_TV_UG_ZM_ZW","CI_IN_LK"
"MG","Madagascar","SG_BJ_DM_EC_SV_GT_HT_HN_HK_ID_MY_FM_NI_PA_PH_SN_VC_SZ_TZ_UG_ZW","BD_BO_KH_CV_KM_DJ_GH_GW_KE_LA_MO_MW_MV_MR_MU_MZ_NP_PW_RW_WS_SC_SO_LC_TL_TG_TR_TV_ZM_IR","CI_IN_LK"
"MW","Malawi","SG_AG_BS_BD_BB_BZ_BJ_BW_DM_EC_FJ_GM_GD_HT_HK_ID_IL_JM_KE_KI_RK_LS_MY_MU_FM_MZ_NA_PS_PH_SN_ZA_KN_LC_VC_SZ_TZ_TT_UG_VU_ZM_ZW","BO_KH_CV_KM_DJ_GH_GW_JO_LA_MO_MG_MV_MR_NP_NI_PW_RW_WS_SC_SO_TL_TG_TR_TV_IR","CI_IN_LK"
"MY","Malaysia","KH_BG_BN_BR_BW_BA_BZ_BE_BY_BB_BS_AT_AR_AG_DZ_AL_CL_CO_CR_HR_CU_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IR_IE_IT_JM_JP_KZ_KE_KI_RK_KG_LA_LV_LS_LI_AD_LT_LU_MO_MK_MW_MT_MU_MX_FM_MD_MC_MN_ME_MA_NA_NL_NZ_NI_NO_PS_PA_PE_PH_PL_PT_QA_RO_SM_SN_SG_SK_SI_ZA_KR_ES_KN_VC_SR_SZ_SE_CH_TW_TZ_TH_TT_TN_TR_UK_UY_UZ_VU_VA_VE_VN_ZM_ZW","CV_BO_BJ_BD_AZ_AM_BH_KM_DJ_EG_GW_JO_KW_LB_MG_MV_MH_MR_MZ_NP_OM_PW_PG_RW_WS_SC_SB_SO_LC_SD_TJ_TL_TG_TO_TV_UG_UA_AE_YE","AU_CI_IN_LK"
"MV","Maldives","AG_BS_BD_BB_BZ_BT_BW_BN_CR_DM_FJ_GM_GD_HT_HK_IN_IE_JM_KE_RK_LS_MY_MU_PK_PS_PA_PH_QA_ZA_KN_LC_SZ_TT_TN_UK_VU_ZM_ZW_EC_ID_FM_SG_VC","BO_AM_BJ_KH_CV_KM_DJ_EG_GW_IR_LA_MO_MG_MW_MR_MZ_NP_NI_PW_PG_RW_WS_SC_SB_SO_LK_TZ_TH_TL_TG_TV_UG_JO_TR","CI"
"ML","Mali","DZ_BS_BB_BJ_BF_CM_CV_TD_CI_DM_EC_GM_GH_GN_GW_HT_HK_ID_LR_MO_MR_FM_MA_NE_NG_PH_SN_SL_VC_TG_TN","BD_BO_KH_KM_DJ_LA_MG_MV_MZ_NP_PW_RW_WS_SC_SO_LC_TL_TR_TV_UG_IR","IN"
"MT","Malta","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_RO_WS_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TZ_TL_TO_TT_TN_TV_UG_UA_AE_UY_VU_VA_VE_ZM_ZW_UK_BY_KZ_FM_PS_QA_ST","BD_BO_BF_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TH_TG_TR_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"MH","Marshall Islands","BG_BA_BZ_BE_BS_AT_AG_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_DE_GR_GT_HT_HN_HK_HU_IS_ID_IT_KI_RK_LV_LI_AD_LT_LU_MY_MT_MX_FM_MC_NL_NI_NO_PW_PS_PA_PE_PH_PL_PT_RO_SM_SN_SG_SK_SI_KR_ES_LC_VC_SE_CH_UK_US_VU_VA_ZM","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NR_NP_PG_RW_WS_SC_SB_SO_TZ_TL_TG_TO_TV_UG_ZW","CI_IN_LK"
"MR","Mauritania","SG_DZ_BB_BJ_BF_CV_TD_CI_DM_EC_GM_GN_HT_HK_ID_MY_ML_FM_NE_PH_SN_SL_VC_TG_TN","BD_BO_KH_KM_CG_DJ_GH_GW_KE_LA_LB_MO_MG_MV_MU_MZ_NP_NI_PW_RW_WS_SC_SO_LC_TL_TR_TV_UG_IR","LK"
"MU","Mauritius","SG_AL_AG_AT_AD_BS_BB_BE_BZ_BJ_BA_BW_BG_CL_CN_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GA_GM_GE_DE_GH_GR_GD_HT_HK_HU_IS_ID_IL_IT_JM_JP_KE_KI_RK_LV_LS_LI_LT_LU_MO_MK_MW_MY_MT_FM_MC_ME_MZ_NA_NL_NZ_NO_PS_PA_PH_PL_PT_RO_RU_RW_SM_SN_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TZ_TT_TN_UG_UK_VU_VA_ZM_ZW","BO_KH_CV_KM_CD_DJ_GW_JO_LA_MG_MV_MH_MR_NP_NI_PW_QA_WS_SC_SO_TH_TL_TG_TR_TV_UA_AE_IR","CI_IN_LK"
"MX","Mexico","AL_AG_AR_AT_BS_BB_BY_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_RK_LV_LI_LT_LU_MO_MK_MY_MT_MU_FM_MC_ME_MA_NL_NZ_NI_NO_PS_PA_PY_PE_PH_PL_PT_QA_RO_SM_RS_SK_SI_KR_ES_KN_LC_VC_SE_CH_TT_TN_UK_UY_VU_VA_VE_AD_SG","AM_BJ_KH_CV_KM_DJ_EG_ET_GA_GW_IR_KE_KG_LA_LB_MG_MW_MV_MH_MR_MZ_NP_PW_PG_RW_WS_SC_SO_SR_TJ_TZ_TL_TG_TV_UG_UA_ZM_ZW_JO_BH","CA_CI_IN_LK"
"FM","Micronesia","BG_BA_BZ_BE_BY_AT_CO_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_DE_GR_HT_HK_HU_IS_IL_IT_KI_RK_LV_LI_AD_LT_LU_MT_MH_MX_MC_NL_NO_PW_PS_PA_PE_PH_PL_PT_RO_SM_SN_SG_SK_SI_KR_ES_LC_VC_SE_CH_UK_US_VU_VA","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NR_NP_NI_PG_RW_WS_SC_SB_SO_TZ_TL_TG_TO_TV_UG_UA_ZM_ZW","CI_IN_LK"
"MD","Moldova","AG_AL_AM_AT_AZ_BS_BB_BY_BE_BA_BG_CL_HR_CY_CZ_DK_DM_EC_EE_FJ_FI_FR_GE_DE_GR_HT_HU_IS_ID_IL_IT_KZ_KG_LV_LI_LT_LU_MO_MK_MY_MT_FM_MC_ME_NA_NL_NO_PS_PA_PE_PL_PT_QA_RO_RU_SM_RS_SK_SI_ES_VC_SE_CH_TJ_TN_TR_UA_UZ_VA_AD","BD_BJ_BO_KH_CV_KM_DJ_GW_IR_JM_KE_LA_LB_MG_MW_MV_MH_MR_MU_MZ_NP_NI_OM_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG_ZM_ZW","CI_IN_LK"
"MC","Monaco","AL_AD_AG_AR_AM_AT_BS_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_RK_KG_LV_LI_LT_LU_MO_MK_MY_MT_MU_MX_MD_ME_MA_NL_NZ_NI_NO_PA_PE_PH_PL_PT_QA_RO_SM_SN_RS_SK_SI_ZA_KR_ES_KN_LC_SZ_SE_CH_TW_TH_TN_TR_UA_UY_VU_VA_VE_UK_BY_FM_PS_PY_VC_SG_DM_ST","BD_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_WS_SC_SB_TJ_TZ_TL_TG_TO_TV_UG_AE_ZM_ZW_BJ_RW_SO_BH","AU_CA_LK_US_CI_IN"
"MN","Mongolia","BR_BY_CN_CU_DM_EC_HT_HK_ID_IL_KZ_KG_LA_MO_MY_FM_PS_PA_PH_RU_RS_SG_VC_TH_TR_UA","CV_KH_BO_BJ_BD_AM_KM_DJ_GW_IR_KE_MG_MW_MV_MR_MU_MZ_NP_PW_RW_WS_SC_SO_LC_TJ_TZ_TL_TG_TV_UG_ZM","CI_IN_LK"
"ME","Montenegro","AL_AR_AM_AT_BY_BE_BA_BR_BG_CL_CO_CR_HR_CU_CY_CZ_DK_DM_EC_EE_FI_FR_GM_GE_DE_GR_HT_HK_HU_IS_IL_IT_RK_LV_LI_LT_LU_MO_MK_MT_FM_MD_MC_NL_NO_PS_PA_PE_PL_PT_RO_RU_SM_RS_SG_SK_SI_KR_ES_LC_VC_SZ_SE_CH_TT_TN_TR_UA_VA_ZM_AD","BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_JM_JO_KE_KG_LA_LB_MG_MW_MV_MR_MU_MZ_NP_NI_PW_QA_RW_WS_SC_SO_TZ_TL_TG_TV_UG","CI_IN_LK"
"MA","Morocco","DZ_BZ_BJ_BR_CI_DM_EC_GA_GM_GD_GN_HT_HK_ID_MO_MY_ML_FM_NE_PS_PH_ST_SN_KR_VC_TN_TR_VU","BO_KH_KM_CG_DJ_GW_JO_KE_LA_LB_MG_MV_MH_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TJ_TZ_TL_TG_TV_UG_IR","LK"
