"code","nom","visa_free","visa_arrival","visa_eTA"
"MZ","Mozambique","SG_AO_BJ_BW_DM_EC_GD_HT_HK_ID_JM_LS_MW_MU_FM_NA_PH_ST_ZA_VC_SZ_TZ_VU_ZM_ZW","BD_BO_KH_CV_KM_DJ_GH_GW_KE_MO_MG_MV_MR_NP_NI_PW_RW_WS_SC_SO_LC_TL_TG_TR_TV_UG_IR","CI_IN_LK"
"MM","Myanmar [Burma]","BN_DM_EC_HT_ID_LA_FM_PH_SG_VC_TH_VN","CV_KH_BO_BJ_AM_KM_DJ_GW_IR_KE_MO_MG_MW_MV_MR_MU_MZ_NP_NI_RW_WS_SC_SO_TZ_TL_TG_TV_UG_ZM","CI_IN_LK"
"NA","Namibia","SG_AO_AG_BS_BZ_BJ_BW_BR_CU_DM_DO_EC_GM_GD_HT_HK_ID_JM_KE_RK_LS_MO_MW_MY_MU_FM_PA_PH_SN_ZA_VC_SZ_TZ_TT_TN_UK_VU_ZM_ZW","BD_BO_KH_CV_KM_DJ_GH_GW_LA_MG_MV_MR_MZ_NP_NI_PW_RW_WS_SC_SO_TL_TG_TR_TV_UG_IR","CI_IN_LK"
"NR","Nauru","BW_BS_AG_CR_DM_DO_EC_FJ_GM_GD_HT_HK_ID_IE_IL_JM_KI_RK_LS_MW_MY_MU_FM_PS_PA_PE_RU_SG_KR_KN_LC_VC_SZ_TZ_TT_UK_VU_ZW","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_KE_MO_MG_MV_MH_MR_MZ_NP_NI_PW_PG_RW_WS_SC_SB_SO_TL_TG_TO_TV_UG_ZM","CI_IN_LK"
"NP","Nepal","DM_GM_HT_IN_ID_FM_PK_PS_PH_SN_SG_VC","CV_KH_BO_BJ_BD_KM_DJ_EG_GW_KE_LA_MG_MV_MR_MU_MZ_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG","CI_LK"
"NL","Netherlands","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_QA_RO_WS_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TV_UA_AE_UY_VU_VA_VE_UK_BY_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TG_TR_UG_ZM_ZW_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"NZ","New Zealand","BG_BN_BR_BW_BA_BO_BZ_BE_BY_BB_BS_AT_AM_AR_AG_AL_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KI_RK_KG_LV_LS_LI_AD_LT_LU_MO_MK_MY_MT_MU_MX_FM_MD_MC_ME_MA_NA_NL_NI_NO_OM_PS_PA_PE_PH_PL_PT_QA_RO_SM_SN_RS_SG_SK_SI_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TN_TR_UK_UY_VU_VA_VE","CV_KH_BF_BJ_BD_AU_BH_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MH_MR_MZ_NP_PW_PG_PY_RW_WS_SC_SB_SO_TJ_TZ_TL_TG_TO_TT_TV_UG_UA_AE_ZM_ZW","CA_CI_IN_LK_US"
"NI","Nicaragua","AL_AR_AT_BS_BB_BY_BE_BZ_BA_BR_BG_CL_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FI_FR_DE_GR_GT_HT_HN_HU_IS_ID_IE_IT_RK_LV_LI_LT_LU_MK_MY_MT_FM_MC_ME_NL_NO_PS_PA_PY_PH_PL_PT_RO_RU_SM_SK_SI_KR_ES_KN_VC_SE_CH_TW_TT_TR_UK_UY_VA_AD_SG","AM_BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NP_PW_RW_WS_SC_SO_LC_SR_TZ_TL_TG_TV_UG_ZM_ZW_JO","CI_IN_LK"
"NE","Niger","BJ_BF_CV_CF_TD_CI_DM_EC_GM_GH_GN_GW_HT_HK_LR_ML_MR_FM_MA_NG_PH_SN_SL_SG_VC_TG_TN","BD_BO_KH_KM_CG_DJ_KE_MO_MG_MV_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TL_TR_TV_UG_IR","IN_LK"
"NG","Nigeria","BB_BJ_BF_CM_CV_TD_CI_DM_FJ_GM_GH_GN_GW_HT_LR_ML_FM_NE_SN_SL_KN_TG_VU","BO_KH_KM_DJ_KE_LB_MG_MV_MR_MU_MZ_PW_RW_WS_SC_SO_TZ_TL_TR_TV_UG_IR",""
"KP","North Korea","BY_DM_GM_GY_HT_KG_FM_PS_VC","CV_KH_BO_BJ_BD_AM_KM_DJ_ET_GW_IR_JO_LA_MO_MG_MW_MV_MR_MZ_NP_NI_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG","CI_LK"
"NO","Norway","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_RK_KG_LA_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_PA_PY_PE_PH_PL_PT_QA_RO_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TV_UA_AE_UY_VU_VA_VE_VN_UK_BY_KI_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_WS_SC_SR_TJ_TZ_TG_TR_UG_ZM_ZW_BJ_RW_SO_BH","AU_CA_LK_US_CI_IN"
"OM","Oman","BN_BW_BA_BY_BH_BS_DM_EC_EG_GE_HT_HK_ID_JO_RK_KW_LB_MY_MU_FM_MA_NZ_PS_PH_QA_SA_SN_RS_SG_KR_VC_TH_TN_AE_VU","CV_KH_BO_BJ_BD_AZ_AM_KM_DJ_GA_GW_IR_KE_KG_LA_MO_MG_MV_MR_MZ_NP_NI_PW_RW_WS_SC_SO_TJ_TZ_TL_TG_TR_TV_UG_UA_YE","CI_IN_LK_UK"
"PK","Pakistan","DM_HT_FM_VC_TT_VU","CV_KH_BO_KM_DJ_GW_KE_MG_MV_MR_MZ_NP_PW_QA_RW_WS_SC_SO_TZ_TL_TG_TV_UG","CI"
"PW","Palau","BG_BA_BZ_BE_AT_CO_CR_HR_CY_CZ_DK_DM_EC_EE_FJ_FI_FR_GM_DE_GR_HT_HK_HU_IS_ID_IL_IT_KI_RK_LV_LI_AD_LT_LU_MY_MT_MH_MX_FM_MC_NL_NO_PS_PA_PE_PH_PL_PT_RO_SM_SG_SK_SI_KR_ES_VC_SE_CH_UK_US_VU_VA","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NR_NP_NI_PG_RW_WS_SC_SB_SO_LC_TZ_TL_TG_TO_TV_UG_UA_ZW","CI_IN_LK"
"PS","Palestinian Territories","BO_DM_EC_HT_ID_JO_MY_FM_NI_SG_VC_SZ_VE","BD_BJ_KH_CV_KM_DJ_GW_IR_LA_MO_MG_MV_MR_MZ_PW_RW_WS_SC_SO_LC_TZ_TL_TG_TV_UG_ZW","CI_IN_LK"
"PA","Panama","AL_AG_AR_AT_BS_BB_BY_BE_BZ_BO_BA_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FI_FR_GE_DE_GR_GT_GY_HN_HU_IS_ID_IE_IL_IT_JM_RK_LV_LI_LT_LU_MK_MY_MT_MX_FM_MC_ME_NL_NI_NO_PS_PY_PE_PH_PL_PT_QA_RO_RU_SM_SK_SI_ZA_KR_ES_KN_LC_VC_SE_CH_TT_TR_UA_UK_UY_VA_AD_SG","AM_BD_BJ_KH_CV_KM_DJ_EG_GW_IR_KE_LA_LB_MO_MG_MW_MV_MR_MU_MZ_NP_PW_RW_WS_SC_SO_SR_TZ_TL_TG_TV_UG_ZM_ZW_JO","CI_IN_LK"
"PG","Papua New Guinea","BW_BZ_BD_BS_AG_CO_DM_DO_EC_FJ_GM_GD_HT_HK_ID_IL_JM_KE_RK_LS_MY_MU_FM_PS_PA_PE_PH_SG_KN_VC_SZ_TZ_UK_VU","CV_KH_BO_BJ_AM_KM_DJ_EG_GW_IR_LA_MO_MG_MW_MV_MH_MR_MZ_NR_NP_NI_PW_RW_WS_SC_SB_SO_LC_TH_TL_TG_TO_TV_UG_ZW","CA_CI_IN_LK"
"PY","Paraguay","AL_AR_AT_BS_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_DE_GR_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_RK_LV_LI_LT_LU_MK_MY_MT_MU_MX_FM_MC_ME_NL_NI_NO_PS_PA_PE_PH_PL_PT_QA_RO_RU_SM_RS_SK_SI_ZA_KR_ES_KN_VC_SE_CH_TW_TR_UA_UK_UY_VA_VE_AD_SG","AM_BD_BJ_BF_KH_CV_KM_DJ_EG_GW_IR_KE_LA_MO_MG_MW_MV_MR_MZ_NP_OM_PW_RW_WS_SC_SO_LC_SR_TZ_TL_TG_TV_UG_ZM_ZW_JO_BH","CI_IN_LK"
"PE","Peru","AG_AR_AT_BS_BB_BY_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_DE_GR_GT_GY_HT_HN_HK_HU_IS_ID_IL_IT_JM_LV_LI_LT_LU_MK_MY_MT_MX_FM_MC_ME_MA_NL_NO_PS_PA_PY_PH_PL_PT_QA_RO_RU_SM_RS_SK_SI_ZA_KR_ES_KN_VC_SE_CH_TH_TT_TR_UY_VU_VA_VE_AD_SG","AM_BD_BJ_KH_CV_KM_DJ_EG_GW_IR_KE_LA_LB_MO_MG_MW_MV_MH_MR_MU_MZ_NP_NI_PW_PG_RW_WS_SC_SO_LC_SR_TZ_TL_TG_TV_UG_UA_ZM_ZW_JO_BH","CI_IN_LK"
"PH","Philippines","KH_BN_BR_BO_CO_CR_CI_DM_EC_FJ_GM_HT_HK_ID_IL_LA_MO_MY_FM_MN_MA_MM_PS_PE_RW_SG_VC_TW_TH_VU_VN","CV_AM_KM_DJ_GW_IR_KE_KG_MG_MW_MV_MH_MR_MU_MZ_NP_NI_PW_PG_WS_SC_SO_LC_TJ_TZ_TL_TG_TT_TV_UG","IN_LK"
"PL","Poland","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LV_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PT_QA_RO_WS_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TV_UA_AE_UY_VU_VA_VE_UK_BY_KZ_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_TJ_TZ_TG_TR_UG_ZM_ZW_BJ_GA_RW_SO_BH","CA_LK_CI_IN"
"PT","Portugal","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_QA_RO_WS_SM_ST_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TV_UA_AE_UY_VU_VA_VE_UK_BY_KZ_FM_PS","BD_BF_KH_CV_KM_DJ_EG_ET_GM_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TG_TR_UG_ZM_ZW_BJ_GA_RW_SO_BH","AU_CA_LK_US_CI_IN"
"QA","Qatar","BW_BA_BY_BS_AM_CO_CR_DM_DO_EC_SV_GE_GT_HT_HN_HK_ID_JO_RK_KW_LB_MY_MU_FM_ME_MA_NZ_NI_OM_PS_PA_PH_ST_RS_SG_KR_KN_VC_SD_SZ_TH_TN_TR_VU","CV_KH_BN_BO_BJ_BD_AZ_KM_DJ_GA_GW_IR_KE_LA_MO_MG_MV_MR_MZ_NP_PW_PY_RW_WS_SC_SO_TJ_TZ_TL_TG_TV_UG_UA_YE","CI_LK_UK"
"RO","Romania","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JP_KI_RK_LV_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_WS_SM_SN_RS_SG_SK_SI_SB_KR_ES_KN_LC_VC_SE_CH_TW_TZ_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_ZM_UK_BY_KZ_FM_PS_QA_ST","BD_BO_KH_CV_KM_DJ_EG_GW_IR_JM_JO_KE_KW_KG_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_TJ_TH_TG_UG_BJ_GA_RW_ZW_SO_BH","LK_CA_CI_IN"
"RU","Russian Federation","AG_AR_AM_AZ_BS_BB_BY_BO_BA_BW_BR_BN_CL_CO_CR_CU_DM_DO_EC_SV_FJ_GM_GE_GD_GT_GY_HT_HN_HK_ID_IL_JM_KZ_KG_LA_MO_MK_MY_MU_FM_MD_MN_ME_MA_NA_NI_PS_PA_PY_PE_PH_QA_WS_ST_SN_RS_SC_ZA_KR_KN_LC_VC_SZ_TJ_TH_TT_TN_TR_UA_UY_UZ_VU_VE_VN","BH_BD_BJ_KH_CV_KM_DJ_EG_ET_GA_GW_IR_JO_KE_LB_MG_MV_MH_MR_MZ_NR_NP_PW_RW_SO_TZ_TL_TG_TO_TV_UG_AE_ZM_ZW","CI_IN_MX_LK"
"RW","Rwanda","SG_BJ_BI_CF_CD_DM_EC_GD_HT_ID_KE_MU_FM_PS_PH_SN_VC_TZ_UG_VU","BD_BO_KH_CV_KM_DJ_EG_GH_GW_JO_LA_MO_MG_MV_ML_MR_MZ_NP_NI_PW_WS_SC_SO_TL_TG_TR_TV_ZM_ZW_SS_IR","CI_IN_LK"
"KN","Saint Kitts and Nevis","AL_AG_AR_AT_BS_BD_BB_BE_BZ_BA_BW_BR_BG_CL_CO_CR_HR_CU_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_KE_KI_RK_LV_LS_LI_LT_LU_MK_MW_MY_MT_MU_FM_MC_ME_NL_NI_NO_PS_PA_PE_PH_PL_PT_RO_SM_SN_SK_SI_KR_ES_LC_VC_SR_SE_CH_TW_TZ_TT_TN_TR_UK_UY_VU_VA_VE_ZM_ZW_AD_SG","AM_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_LA_LB_MO_MG_MV_MR_MZ_NP_PW_RW_WS_SC_SB_SO_TL_TG_TO_TV_UG_JO","CI_IN_LK"
"LC","Saint Lucia","AG_AR_AT_BS_BB_BE_BZ_BA_BW_BG_CL_CO_CR_HR_CU_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_KE_KI_RK_LV_LS_LI_LT_LU_MW_MY_MT_MU_FM_MC_ME_NL_NI_NO_PS_PA_PE_PH_PL_PT_RO_SM_SN_SK_SI_KR_ES_KN_VC_SR_SZ_SE_CH_TW_TZ_TT_TN_UK_VU_VA_VE_ZM_ZW_AD_SG","AM_BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_LA_MO_MG_MV_MR_MZ_NP_PW_RW_WS_SC_SB_SO_TL_TG_TO_TR_TV_UG_JO","CI_IN_LK"
"WS","Samoa","BG_BW_BA_BZ_BE_BB_BD_BS_AT_AG_CO_CR_HR_CY_CZ_DK_DM_EC_EE_FJ_FI_FR_GM_DE_GR_GD_HT_HK_HU_IS_ID_IE_IT_JM_KE_KI_RK_LV_LS_LI_AD_LT_LU_MO_MW_MY_MT_MU_FM_MC_ME_NL_NO_PK_PS_PA_PE_PH_PL_PT_RO_RU_SM_SN_SG_SK_SI_KR_ES_LC_VC_SZ_SE_CH_TZ_TT_UK_VU_VA_ZM_ZW","CV_KH_BO_BJ_AM_KM_DJ_EG_GW_IR_JO_LA_LB_MG_MV_MH_MR_MZ_NR_NP_NI_PW_PG_RW_SC_SB_SO_TL_TG_TO_TV_UG_UA","CA_CI_IN_LK"
"SM","San Marino","AL_AD_AG_AR_AM_AT_BS_BB_BE_BA_BW_BR_BG_CL_CN_CO_CR_HR_CY_CZ_DK_DO_EC_SV_EE_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KE_RK_LV_LS_LI_LT_LU_MO_MK_MY_MT_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PA_PE_PH_PL_PT_QA_RO_SN_RS_SK_SI_ZA_KR_ES_LC_SZ_SE_CH_TW_TN_TR_UA_UY_VU_VA_VE_UK_BY_FM_PS_VC_SG_DM_ST","BD_BO_KH_CV_KM_DJ_EG_GW_IR_JO_KW_KG_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_WS_SC_SB_TZ_TH_TL_TG_TV_UG_AE_ZM_BJ_RW_ZW_SO_BH","AU_CA_LK_US_CI_IN"
"ST","Sao Tome and Principe","SG_BS_BJ_CR_DM_EC_SV_GT_HT_HN_HK_ID_RK_MY_FM_NI_PS_PA_PH_RW_VC","BD_BO_BF_KH_CV_KM_DJ_EG_GH_GW_JO_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NP_PW_WS_SC_SO_LC_TZ_TL_TG_TR_TV_UG_ZM_ZW_IR","CI_LK"
"SA","Saudi Arabia","BW_BY_BH_DM_EC_EG_SV_GE_GT_HT_HN_HK_ID_JO_RK_KW_KG_LB_MY_MU_FM_MA_NZ_NI_OM_PS_PA_PH_QA_KR_KN_VC_TN_AE_VU","CV_KH_BN_BO_BJ_BD_AZ_KM_DJ_GA_GW_IR_KE_LA_MO_MG_MW_MV_MR_MZ_NP_PW_RW_WS_SC_SO_TJ_TZ_TH_TL_TG_TR_TV_UG_UA_YE","CI_LK"
"SN","Senegal","SG_BJ_BF_CV_CF_TD_CI_DM_GM_GH_GN_GW_HT_ID_LR_MY_ML_MR_FM_MA_NE_NG_PS_PH_RW_SL_VC_TG_TN","BD_BO_KH_KM_CG_DJ_EG_MO_MG_MV_MU_MZ_NP_NI_PW_WS_SC_SO_LC_TL_TR_TV_UG_ZW_IR","IN_LK"
"RS","Serbia","AL_AR_AT_BY_BE_BA_BR_BG_CL_CN_CO_CR_HR_CU_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_GE_DE_GR_HT_HK_HU_IS_ID_IR_IL_IT_JP_KZ_RK_LV_LI_LT_LU_MO_MK_MT_FM_MD_MC_MN_ME_NL_NO_PS_PA_PE_PL_PT_RO_RU_SM_SG_SK_SI_KR_ES_VC_SZ_SE_CH_TT_TN_TR_UA_UY_VU_VA_ZM_AD","AM_BD_BJ_BO_KH_CV_KM_DJ_EG_GW_JM_JO_KE_KW_KG_LA_LB_MG_MV_MR_MU_MZ_NP_NI_OM_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG_ZW","CI_IN_LK"
"SC","Seychelles","AL_DZ_AG_AT_AD_BS_BD_BB_BY_BE_BZ_BJ_BA_BW_BR_BG_CN_CR_CI_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_GE_DE_GR_GD_HT_HK_HU_IS_ID_IE_IT_JM_KE_KI_RK_LV_LS_LI_LT_LU_MO_MK_MW_MY_MT_MU_FM_MD_MC_ME_NA_NL_NZ_NG_NO_PS_PA_PH_PL_PT_QA_RO_RU_RW_SM_SN_RS_SG_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TZ_TT_TN_TR_UG_AE_UK_UY_VU_VA_ZM_ZW","BO_KH_CV_KM_DJ_EG_GH_GW_IR_JO_LA_MG_MV_MH_MR_MZ_NP_NI_OM_PW_WS_SO_LK_TL_TG_TO_TV_UA","IN"
"SL","Sierra Leone","BS_BD_BB_BZ_BJ_BW_BF_CV_CI_DM_EC_FJ_GM_GH_GD_GN_GW_HT_JM_KE_KI_LS_LR_MY_ML_MU_FM_NE_NG_SN_SG_KN_VC_SZ_TG_TT_UG_VU","BO_KH_KM_DJ_MO_MG_MW_MV_MR_MZ_NP_PW_RW_WS_SC_SO_LC_TL_TR_TV_IR","IN"
"SG","Singapore","CV_KH_BF_BG_BN_BR_BW_BA_BZ_BE_BY_BB_BS_AT_AM_AR_AG_AL_CL_CN_CO_CR_CI_HR_CU_CY_CZ_DK_DJ_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GH_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KE_KI_RK_KG_LA_LV_LS_LI_AD_LT_LU_MO_MK_MY_MT_MU_MX_FM_MD_MC_MN_ME_MA_MM_NA_NL_NZ_NI_NO_PS_PA_PY_PE_PH_PL_PT_QA_RO_RW_SM_SN_RS_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TZ_TH_TT_TN_TR_UG_UK_UY_UZ_VU_VA_VN_ZM_ZW","BO_BJ_BD_AZ_BH_KM_EG_GW_IR_JO_KW_LB_MG_MW_MV_MH_MR_MZ_NP_OM_PW_PG_WS_SC_SB_SO_LK_SR_TJ_TL_TG_TO_TV_UA_AE","CA_AU_IN_US"
"SK","Slovakia","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KI_RK_KG_LV_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NL_NZ_NI_NO_PW_PA_PY_PE_PH_PL_PT_RO_WS_SM_SN_RS_SG_SI_SB_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_KZ_FM_PS_QA_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_SC_SR_TJ_TZ_TG_UG_ZM_ZW_BJ_GA_RW_SO_BH","CA_LK_US_CI_IN"
